Pclass,Age,Fare,Age_Missing,Cabin_Missing,FamilySize,IsAlone,Deck,FarePerPerson,Fare_Log,Pclass_Fare,Title_Num,Age_Title,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,AgeGroup_Child,AgeGroup_Teen,AgeGroup_Adult,AgeGroup_Middle_Aged,AgeGroup_Senior,Pclass_Ordinal,Survived
0.8273772438659699,-0.5834320775681558,-0.8205524467753036,-0.4978947274915307,0.5449249778098338,0.059159876663617626,-1.2316448970959013,Unknown,-0.8060260952166589,-0.937738268996525,-0.7247083470470086,-0.7075503980841509,-0.64136026869723,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,0.8273772438659699,0
-1.5661069258891576,0.742685221190076,2.0316232164746784,-0.4978947274915307,-1.8351149988007645,0.059159876663617626,-1.2316448970959013,Unknown,1.2376011133218938,1.5630645439328383,0.7524336303715576,1.235215101740128,1.5374943852730685,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,-1.5661069258891576,1
0.8273772438659699,-0.2519027528785979,-0.7875775669667633,-0.4978947274915307,0.5449249778098338,-0.5609748304808925,0.8119223343984152,Unknown,-0.5050005816645533,-0.843592637875174,-0.6565471666669055,0.2638323518279886,0.06913581411917169,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,0.8273772438659699,1
-1.5661069258891576,0.4940382276729075,1.4192967965159125,-0.4978947274915307,-1.8351149988007645,0.059159876663617626,-1.2316448970959013,Unknown,0.7988599276163693,1.3135995861484342,0.33052770476347654,1.235215101740128,1.324345560428148,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,-1.5661069258891576,1
0.8273772438659699,0.4940382276729075,-0.7814711077429595,-0.4978947274915307,0.5449249778098338,-0.5609748304808925,0.8119223343984152,Unknown,-0.49624983999152694,-0.8269425125655973,-0.6439247258557752,-0.7075503980841509,-0.3334786328101226,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,0.8273772438659699,0
0.8273772438659699,-0.08613809053381893,-0.761524969334327,2.008456697338717,0.5449249778098338,-0.5609748304808925,0.8119223343984152,Unknown,-0.4676664173907539,-0.7741159067902044,-0.6026947851902997,-0.7075503980841509,-0.49926105213394967,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,0.8273772438659699,0
-1.5661069258891576,2.0688025199483078,1.358842850200255,-0.4978947274915307,-1.8351149988007645,-0.5609748304808925,0.8119223343984152,Unknown,2.5708851164041997,1.2858981406057086,0.28887365008674676,-0.7075503980841509,0.11650221964026514,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,-1.5661069258891576,0
0.8273772438659699,-2.199637535429751,-0.14517805662260871,-0.4978947274915307,0.5449249778098338,1.9195639980971482,-1.2316448970959013,Unknown,-0.7647225945199747,0.24051083407961027,0.6713336066639919,2.2065978516522677,-0.9255587018237906,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,0.8273772438659699,0
0.8273772438659699,-0.16902042170620843,-0.6308467419449267,-0.4978947274915307,0.5449249778098338,0.6792945838081278,-1.2316448970959013,Unknown,-0.7999985843522783,-0.47595873819643225,-0.33257455183211315,1.235215101740128,0.7559486941750266,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0.8273772438659699,1
-0.3693648410115938,-1.2464907269472718,0.2942818304613415,-0.4978947274915307,0.5449249778098338,0.059159876663617626,-1.2316448970959013,Unknown,-0.007230392929462309,0.6497152650803806,0.5675468493385549,1.235215101740128,-0.16769621348629554,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,-0.3693648410115938,1
0.8273772438659699,-2.075314038671167,-0.35890412945574,-0.4978947274915307,-1.8351149988007645,0.6792945838081278,-1.2316448970959013,Unknown,-0.67009790789565,-0.023911397356665767,0.2295481782744347,0.2638323518279886,-0.9729251073448841,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0.8273772438659699,1
-1.5661069258891576,2.1102436855345026,0.12228485737999564,-0.4978947274915307,-1.8351149988007645,-0.5609748304808925,0.8119223343984152,Unknown,0.7988599276163693,0.5057419413731775,-0.5631411046645419,0.2638323518279886,1.4190783714703348,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,-1.5661069258891576,1
